页码,微博id,微博作者,发布时间,微博内容,转发数,评论数,点赞数
1,4829974383034479,陪Aria看日出,2022-10-29 18:24:51,#哈尔滨疫情#精准防控 ,0,0,0
1,4829974374391131,柒柒要天天开心吖_,2022-10-29 18:24:50,#福州疫情#疫情赶快过去吧！ ,0,0,0
1,4829974341617746,糊涂口袋,2022-10-29 18:24:42,#广州疫情# 你发癫啊 ,0,0,1
2,4829974340567829,羊城晚报,2022-10-29 18:24:42,【广州疾控：尽量居家或两点一线生活，跨区提供24或48小时核酸阴性证明】10月29日，广州市人民政府新闻办公室召开广州市疫情防控新闻发布会（2022年总第104场）。在发布会现场，广州市卫生健康委、天河区、白云区、市疾控中心的相关负责人通报了广州市新冠肺炎疫情防控最新情况。在发布会上，广州市疾病预防控制中心党委书记张周斌表示，广州市的疫情防控正在持续攻坚。目前新增的病例，虽然多数来源于我们划定的中高风险区之内，但在低风险区也依然会有一些散在的感染者被发现，这说明低风险区内依然存在隐匿的传播链。如果这个区域内的市民个人风险意识不强、防护不到位、不能很好地遵守两点一线的防控要求，又不及时开展核酸检测，就很可能触碰到隐匿的火点，引发新的传播。因此，低风险并不代表零风险。要彻底斩断隐匿传播链条，扑灭低风险区的星星之火显得尤为重要。需要市民朋友与我们一起织牢织密群防群控的防线，遵循“有限活动”的原则，尽量居家或两点一线简洁生活，做到不聚集、不扎堆、不串门；特殊原因需要跨区活动的，也要配合防疫要求提供24或者48小时核酸阴性证明，落实扫码、测温措施。外出工作也要时刻注意个人防护，一定要戴好口罩、勤洗手、保持一米社交距离。张周斌指出，对于中高风险区的市民请继续坚持积极配合足不出户或足不出区的防控要求，认真开展居家隔离或错峰取物，最大程度降低因人员交叉带来的疫情反弹风险。而在三区以外的市民，广州疾控中心也建议大家在疫情期间，特别是这个周末，尽量减少社交活动和非必要的聚集，共同抗击疫情。（文/羊城晚报全媒体记者符畅张华图/羊城晚报全媒体记者蔡嘉鸿）,0,0,0
2,4829974329035611,qiqi妈私房蛋糕,2022-10-29 18:24:39,#糖果编程##糖果编程##百度热议#最新消息：糖果编程老师联系不上，公司也没有给出回复，学费也交了名也报了，大半年过去了，还不给我报考这令人非常的头疼，国家在整改教育行业，在双减政策和疫情的影响下，糖果编程给出了政策，启用监管资金给我们退学费，目前已经有部分人拿完回来了。 ,0,0,0
2,4829974307803277,loSeaRu,2022-10-29 18:24:34,#石家庄疫情#哈哈哈，我一周前找姐姐订的生日蛋糕，这疫情吃不上不成了，谢谢您嘞,0,0,1
2,4829974304134609,辽宁经济广播官方微博,2022-10-29 18:24:33,【经小济•信息台】农业农村部发布前三季度农业农村经济运行情况。今年以来，各级农业农村部门有效应对新冠肺炎疫情和严重自然灾害影响，全力稳定生产保供给，聚力巩固成果守底线，着力加强建设促振兴，农业农村经济总体保持良好发展势头，实现稳中向好、稳中有进。第一产业增加值54779亿元、同比增长4.2%，为保民生防通胀、稳定经济大盘提供坚实支撑。（央视新闻）,0,0,0
2,4829974303085839,榆榆不吃鱼鱼,2022-10-29 18:24:33,#广州疫情#6,0,0,1
2,4829974147630710,重庆发布,2022-10-29 18:23:56,#重庆疫情通报#【#渝北全域常态化#】10月29日，重庆市渝北区新型冠状病毒肺炎疫情防控工作指挥部发布关于解除渝北区临时管控区域的通告（2022年第87号），具体如下↓↓↓#重庆城市服务台##一起守护这座城# ,0,0,0
2,4829974130852404,晚安wanan24,2022-10-29 18:23:51,【经小济•信息台】农业农村部发布前三季度农业农村经济运行情况。今年以来，各级农业农村部门有效应对新冠肺炎疫情和严重自然灾害影响，全力稳定生产保供给，聚力巩固成果守底线，着力加强建设促振兴，农业农村经济总体保持良好发展势头，实现稳中向好、稳中有进。第一产业增加值54779亿元、同比增长4.2%，为保民生防通胀、稳定经济大盘提供坚实支撑。（央视新闻）,0,0,0
2,4829974105952992,LiJuly20,2022-10-29 18:23:46,可是可是我还没有吃到好利来万圣节小蛋糕 还没有和我的好朋友吃铁锅炖呢 我的单人海底捞计划还没有实施 店员小姐姐给我的半份赠品虾滑劵还没有用呢 为什么又有疫情了 呜呜呜#哈尔滨疫情# 哈尔滨·东北农业大学 ,0,1,2
2,4829971572326432,上海杨浦,2022-10-29 18:13:41,#广州疫情#6,8,2,35
3,4829974147630710,重庆发布,2022-10-29 18:23:56,#重庆疫情通报#【#渝北全域常态化#】10月29日，重庆市渝北区新型冠状病毒肺炎疫情防控工作指挥部发布关于解除渝北区临时管控区域的通告（2022年第87号），具体如下↓↓↓#重庆城市服务台##一起守护这座城# ,0,0,0
3,4829974130852404,晚安wanan24,2022-10-29 18:23:51,昨天产检的不顺利哭到眼睛疼老公回家后不断安慰嘴里念叨着说只要你没事只要你好就行今天换了其他医院因为疫情产科只能我一个人进去在陌生的医院陌生环境老公一直在外面看着我我每次抬头看着门口时他都在远处给我挥手示意我能感受到他在尽最大努力照顾我让我有个好情绪但愿一切能顺利有这样的老公真的超幸运,0,0,0
3,4829974105952992,LiJuly20,2022-10-29 18:23:46,可是可是我还没有吃到好利来万圣节小蛋糕 还没有和我的好朋友吃铁锅炖呢 我的单人海底捞计划还没有实施 店员小姐姐给我的半份赠品虾滑劵还没有用呢 为什么又有疫情了 呜呜呜#哈尔滨疫情# 哈尔滨·东北农业大学 ,0,1,2
3,4829974064270073,韩少少-,2022-10-29 18:23:36,隔离第五天大学四年来第一次感觉到学校的温暖疫情赶紧过去！！我要回图书馆 福州·福建工程学院(鳝溪校区)... ,0,0,1
3,4829974044084678,遇见福州,2022-10-29 18:23:31,#福州抗疫日记#【市文旅系统党员志愿者奋战在“疫”线】为筑牢抗疫防线，打赢疫情防控狙击战。按照市委“万名干部下基层”的工作部署，福州市文化和旅游局立即行动，迅速集结市文旅系统16支党员志愿服务队，并抽调25名干部组建疫情防控守护队，第一时间与街道、社区对接，下沉疫情防控一线。市文旅系统党员志愿者奋战在“疫”线,0,0,0
3,4829974013936390,rickyaoyao,2022-10-29 18:23:24,可是可是我还没有吃到好利来万圣节小蛋糕还没有和我的好朋友吃铁锅炖呢我的单人海底捞计划还没有实施店员小姐姐给我的半份赠品虾滑劵还没有用呢为什么又有疫情了呜呜呜#哈尔滨疫情#哈尔滨·东北农业大学,0,0,0
3,4829973956011168,长三角之声,2022-10-29 18:23:10,隔离第五天大学四年来第一次感觉到学校的温暖疫情赶紧过去！！我要回图书馆福州·福建工程学院(鳝溪校区)...,0,0,0
3,4829973950504642,溜冰仔儿,2022-10-29 18:23:09,疫情时期的爱情 ,0,0,0
3,4829973917207447,細細細細蚊-3-,2022-10-29 18:23:01,#广州疫情#比翻陈斌我 ,0,0,0
3,4829973913539387,田园晓儿,2022-10-29 18:23:00,你安好，我无恙；这是疫情期间最温暖的话，愿世界平安，你我无恙#疫情##暂停##平安# 田园晓儿的微博视频 ,0,0,1
4,4829973846952909,就去吹吹风吧,2022-10-29 18:22:44,#愿疫情早日结束# ,0,0,0
4,4829973846430480,无名之浪,2022-10-29 18:22:44,#广州疫情#白云区：各级机关、事业单位除承担防疫任务的工作人员外，均居家办公或就地转为社区志愿者，向居住地所在社区报到，全面参与社区防疫工作和社区服务。白云区关于进一步加强疫情防控工作的通告（第73号）,0,1,0
4,4829973842493842,生活在西安的杨小倩live,2022-10-29 18:22:42,疫情当下家中团聚作为孙媳妇被当做亲孙女一样对待💖㊗️您生日快乐福如东海寿比南山🧓,0,0,0
4,4829973824672699,喜欢狮子的虎虎,2022-10-29 18:22:39,#郑州疫情##郑州富士康#现在是2022年吗，还在郑州，一个省会城市，都在干嘛啊，不是要从群众中来，到群众中去吗。。。能不能下凡来看看啊！！！ ,0,0,4
4,4829973820476035,FM974珠江经济台,2022-10-29 18:22:38,【广州越秀24小时黄码采样点看这里】#广州疫情# 为进一步筑牢群防群控坚实防线，根据防疫部门安排，10月29日，广州市越秀区公布了最新的24小时黄码核酸采样点，请大家根据时间，有序、错峰前往就近的采样点进行采样。 ,0,0,0
4,4829973796625924,黑龙江共青团,2022-10-29 18:22:32,#广州疫情#白云区：各级机关、事业单位除承担防疫任务的工作人员外，均居家办公或就地转为社区志愿者，向居住地所在社区报到，全面参与社区防疫工作和社区服务。白云区关于进一步加强疫情防控工作的通告（第73号）,0,0,2
4,4829973796097442,六禾-y,2022-10-29 18:22:32,#新疆乌鲁木齐疫情# 谢谢大家为我发声🙏由于小朋友喝的奶粉实在买不到，现在已经采取奶霸的建议重新喝回同品牌的氨基酸奶粉，后期再重新慢慢转奶，谢谢大家 ,0,0,1
4,4829973779581251,zhu小晶,2022-10-29 18:22:28,#郑州疫情#认真讨论，我小区的，大家感觉这种是怎么阳的，物传人不是说了基本没概率 ,0,1,1
4,4829968230252915,陈小坷Jeannie,2022-10-29 18:00:24,不管怎么样，核酸必须做。一边灭火，一边抗疫。天佑我大蓝鲸🐋#南京金盛百货失火浓烟滚滚##南京疫情# ,0,3,24
4,4829973758610199,TimeReversaL62,2022-10-29 18:22:23,#广州疫情#黄码随便赋 复学随便复 ,0,0,2
5,4829973754156253,assassin骆,2022-10-29 18:22:22,#山东济宁疫情#兖州疫情一直瞒报吧，封小区不给菜是想饿死人吗？饿死了就不用得新冠了是吧？ ,0,0,1
5,4829973753364578,鲨鱼与鱼,2022-10-29 18:22:21,#郑州疫情#这就是新一线城市的区别？鲨鱼与鱼的微博视频,0,0,0
5,4829973749435496,浮漪记,2022-10-29 18:22:21,#郑州疫情#这就是新一线城市的区别？鲨鱼与鱼的微博视频,0,0,2
5,4829973745762622,小乐xle,2022-10-29 18:22:19,温馨提示!目前整个大环境不是很好，很明显感到社会戾气在逐渐上升。所以，我们在外跟人沟通的时候不要随便起冲突，尤其是陌生人。因为你不知道这个人上一秒经历了什么事下一秒会发泄到你身上。能谦让的就谦让一下别人、多一份理解，多一份平安!因为疫情，底层失业、中层亏本、老板破产、买房的断供、炒股的腰斩、开店关门、都憋着一肚子气不知道往哪撒呢，所以出门在外脾气一定要好一点，在公司不要和同事吵架，坐公交不要和陌生人吵架，开车不要插队加塞，回小区也别跟保安干架，踩别人的脚第一时间说对不起，因为你真的不知道对方压力大到什么程度了，一言不合你可能就成了压死骆驼的最后一根稻草!,0,0,0
5,4829973744976427,_阿姨的碎碎念,2022-10-29 18:22:19,突然被封，又留了崽儿一只猫在家，tmd疫情,0,0,0
5,4829973742093109,FM974珠江经济台,2022-10-29 18:22:18,【广州卫健委：今明两天正是广州本轮疫情处置关键窗口期】#广州疫情#10月29日，广州市人民政府新闻办公室召开广州市疫情防控新闻发布会（2022年总第104场）。在发布会现场，广州市卫生健康委、天河区、白云区、市疾控中心的相关负责人通报了广州市新冠肺炎疫情防控最新情况。在发布会上，广州市卫生健康委副主任张屹指出，近日，根据当前风险区域及黄码人员分布情况，市区两级科学有序配置各区的黄码、绿码核酸检测点。全市共开设5612个核酸采样点，其中黄码采样点310个，绿码采样点5302个；28日单日采样量1559万人。由于本轮疫情涉及风险人群较多，近两日核酸采样点调整后，虽然一定程度上缓解了黄码采样点排长队的问题，但在个别采样点仍出现人员聚集，近期我们会根据核酸采样大数据，动态更新核酸检测点地图信息，加密人员密集区域的采样点分布，以便市民朋友能够及时就近采样。今明两天正值周末，张屹表示，此时要紧抓本轮疫情处置关键窗口期，全面落实各项管控措施，切实把握防控主动权。一是风险区域要严格落实防疫措施。本轮疫情划定的风险区域涉及城中村、工厂、学校等，楼宇密集、人员繁杂，疫情防控难度大。要坚持人、物、环境同防，及时采取减少人员流动和聚集的措施，落实公共场所通风、消毒。开展多轮核酸筛查，在入口处严格落实场所码“逢进必扫”，做好测温、查健康码及48小时内核酸阴性证明等防控措施；坚持高风险区域“足不出户、上门服务”，中风险区域“足不出区、错峰取物”。二是重点行业重点场所加强人员管理。重点行业、重点场所要对工作人员一人不落登记造册，做到名单齐、底数清、要素全，严格按照规范频次要求执行常态化核酸检测，落实人员每日健康监测和来（返）穗报备制度，疫情期间倡导工作生活两点一线，高风险岗位工作人员在工作期间严格落实闭环管理和健康管理。三是及时关注防控部门官方发布。本土疫情期间，市、区疫情防控部门会根据疫情防控需要，通过门户网站、微信公众号、微博及新闻媒体等渠道及时动态发布信息，广大市民请关注政府部门官方信息发布渠道，配合落实防控措施，不听谣、不信谣、不传谣。,0,0,0
5,4829973711688733,财神爷爷来喝茶,2022-10-29 18:22:12,#合肥疫情#又整凶了？ ,0,0,0
5,4829973703295572,yxnnd,2022-10-29 18:22:09,突然被封，又留了崽儿一只猫在家，tmd疫情,0,0,0
5,4829973687043675,耳机吧羊驼,2022-10-29 18:22:06,#兰州疫情# 西安的同志们，下个月4号国家大剧院和陕西大剧院联合的茶花女有人接盘么？兰州这个情况眼看是肯定去不了了 ,1,2,2
5,4829973662402794,ariaa,2022-10-29 18:22:00,#郑州疫情##富士康#这能是2022年发生的事 绝 ,0,0,0
6,4829973703295572,yxnnd,2022-10-29 18:22:09,本来想吃完饭去广州塔附近吹吹珠江晚风散散心但是这个疫情………额希望广州快点好起来让我小舅他们回那边那个房子住我一个人在这接着艰苦奋斗肝这最后一段日子虽然他们过来是挺爽的天天吃好喝好但是还是考试重要现在过的太安逸了有点打磨了我的考研艰苦奋斗的精神广州·凯云・新世界,0,0,0
6,4829973687043675,耳机吧羊驼,2022-10-29 18:22:06,#兰州疫情# 西安的同志们，下个月4号国家大剧院和陕西大剧院联合的茶花女有人接盘么？兰州这个情况眼看是肯定去不了了 ,1,2,2
6,4829973678392668,细细粒126,2022-10-29 18:22:04,#广州疫情#足不出户，只能在家搞点吃的家里人指定点噶#烘焙##美食分享##椰蓉面包#,0,0,0
6,4829973662402794,ariaa,2022-10-29 18:22:00,#郑州疫情##富士康#这能是2022年发生的事 绝 ,0,0,0
6,4829972240533032,郑州大学城儿,2022-10-29 18:16:21,#女生用饼干面包为室友做生日蛋糕#一岁一礼一寸欢喜，疫情在家如何自己做成本只有50块钱的生日蛋糕，健康美味快学起来吧！郑州郑州大学城儿的微博视频,10,17,32
6,4829966589493612,说给美少女的洞爷,2022-10-29 17:53:53,#广州疫情#足不出户，只能在家搞点吃的家里人指定点噶#烘焙##美食分享##椰蓉面包#,0,13,152
6,4829973611546416,西城健康,2022-10-29 18:21:48,#郑州疫情##富士康#这能是2022年发生的事绝,1,0,0
6,4829973611285053,小术术文,2022-10-29 18:21:48,#绵竹疫情#这边刚好一点，家又被偷了，完美！ ,0,0,0
6,4829973603682588,三分一点半,2022-10-29 18:21:46,小怜杂货屋套娃挂人 刚刚发现她转转10月23号还在给别人发货结果到我就是疫情发不了货了，笑死@爱吃泡椒凤爪滴七七 网页链接 ,0,0,0
7,4829973505901039,酒酿甜莓子,2022-10-29 18:21:22,#石家庄疫情#每天睁眼开盲盒一样，这不比狼人杀刺激,0,0,0
7,4829961809299528,说好的5872,2022-10-29 17:34:54,10月29日，呼和浩特新冠肺炎疫情防控新闻发布会：“经专家研判，病人用过的床品，冰箱冷冻和冷藏的开封食品，须按照医疗废物处理，是目前安全且符合实际的处理方法。”#呼和浩特疫情##内蒙古疫情#说好的5872的微博视频,19,25,195
7,4829973456359965,小朴朴朴朴_,2022-10-29 18:21:11,#福州疫情#妈呀 ,0,0,0
7,4829973451638648,粘人精上线啦,2022-10-29 18:21:10,#郑州疫情#是不是都没菜了？小区不让点外卖，送菜的老板说东西没了以后不送了，今天最后一次，也没买到什么菜以后怎么办啊？ ,0,2,1
7,4829972017188628,绪刚观天,2022-10-29 18:15:28,#石家庄疫情#每天睁眼开盲盒一样，这不比狼人杀刺激,16,16,13
7,4829973406549421,-chy_,2022-10-29 18:20:59,最近一直打流调电话，遇到很多不一样的声音，疫情当下，大家都不容易，请接这种电话的朋友们多给一点点耐心，多一点点理解，不管是12320还是私人电话（如果不是迫不得已谁也不愿意私人电话公用）谢谢。#疫情# ,0,0,0
7,4829973402094774,凯特琳,2022-10-29 18:20:58,艾芙花园 家人们我想问问，我在转转拍的人家链接，因为疫情原因快递退回了，但是我自动确认收货了该怎么办，我现在卡没了钱也没有，卖家是初中生不愿意退钱给我，说晚上给我发货，到现在也没给我单号 ,0,6,0
7,4829973393443471,爱吃薄荷糖鸭,2022-10-29 18:20:56,再不解封人都得疯得多闲才能把卫生打扫底朝天自制火锅还不错#临沂疫情# ,0,0,0
7,4829973372733448,草原明珠锡林浩特,2022-10-29 18:20:51,10月29日，呼和浩特新冠肺炎疫情防控新闻发布会：“经专家研判，病人用过的床品，冰箱冷冻和冷藏的开封食品，须按照医疗废物处理，是目前安全且符合实际的处理方法。”#呼和浩特疫情##内蒙古疫情#说好的5872的微博视频,0,0,0
8,4829973402094774,凯特琳,2022-10-29 18:20:58,艾芙花园 家人们我想问问，我在转转拍的人家链接，因为疫情原因快递退回了，但是我自动确认收货了该怎么办，我现在卡没了钱也没有，卖家是初中生不愿意退钱给我，说晚上给我发货，到现在也没给我单号 ,0,6,0
8,4829973393443471,爱吃薄荷糖鸭,2022-10-29 18:20:56,再不解封人都得疯得多闲才能把卫生打扫底朝天自制火锅还不错#临沂疫情#,0,0,0
8,4829973372733448,草原明珠锡林浩特,2022-10-29 18:20:51,【锡盟蒙医医院患者就诊告知书】#疫情防控#锡盟蒙医医院患者就诊告知书广大就诊人员：因近日医院门诊就诊患者突增，为切实方便广大患者就医需求，医院决定在本轮疫情防控期间延长门诊就诊时间，实行门诊12小时就诊，现就疫情防控期间我院门急诊就诊规定事项告知如下：一、自2022年10月24日起我院门诊开诊时间为早8:00—晚20：00（中午不停诊）。门诊设有西医内科、蒙医内科、外科、骨科、妇产科、儿科、眼科、耳鼻喉科、癌痛门诊，其余专科医生院内听班，随时接诊。急诊24小时开诊。二、门诊患者、儿科患者由门诊入口就诊，急诊患者由急诊入口就诊。就诊时规范佩戴口罩，提前申领健康码、锡林码，非必要不陪诊。三、所有就诊患者须出示24小时内核酸检测阴性结果证明，无法提供证明的需在院重新检测。四、住院患者及陪人非必要不得离开所在病区，陪护人员不得随意更换，不允许外送餐食，医院餐厅负责订餐送餐。五、所有住院患者及陪人每日配合所在病区医护人员核酸采样一次。六、体温超过37.3℃或有新冠肺炎疫情中高风险区域旅居史或具有疑似新冠肺炎症状者请到发热门诊就诊。锡盟蒙医医院新冠肺炎疫情防控指挥部2022年10月28日,0,0,0
8,4829973343376383,小开心大大糖,2022-10-29 18:20:44,#福州疫情#我觉得这次福州整体做的还不错呀，真的也没有那么死板！,0,0,1
