页码,微博id,微博作者,发布时间,微博内容,转发数,评论数,点赞数
1,4826825294873812,超市虾虾杀手,2022-10-21 01:51:31,从唐山打人事件想到了一个韩国综艺《在当地吃得开吗》：徐锦江他儿子徐菲（黑衣服）和他同学在韩国搭讪一个小姐姐，视频中的男孩为了接触一个小吃店小姐姐，先是向路边的卖花小朋友买了100块的花。然后又写了自己的电话号码，让小朋友递给小姐姐。同样是中国男人，在同样的场合下，一个暴/力xsr，一个有礼貌有素质有涵养的温柔搭讪。真，人类世界的参次🈶！L#亿点曝光计划##剧集二创榜#战友影视的微博视频,57,19,126
1,4826931360694420,盖世英雄玉椒龙,2022-10-21 08:52:58,今年不正常的转发有很多。还是以唐山的案件为例子，一个一条微博没有发过的小号，发了一张没有正脸平头男人的图，说这是打人者出来了，甚至没有说这是哪个打人者。半个多小时内就上万转发。这根本不像活人能转发出来的，因为大部分人第一时间反应不应该是“这是哪个打人者”“长得像/不像”吗？一 ...全文,56,63,1138
1,4826984364641549,战友影视,2022-10-21 12:23:36,从唐山打人事件想到了一个韩国综艺《在当地吃得开吗》：  徐锦江他儿子徐菲（黑衣服）和他同学在韩国搭讪一个小姐姐，视频中的男孩为了接触一个小吃店小姐姐，先是向路边的卖花小朋友买了100块的花。  然后又写了自己的电话号码，让小朋友递给小姐姐。同样是中国男人，在同样的场合下，一个暴/力xs ...全文,0,1,1
2,4826783993824141,恰恰咔吱脆,2022-10-20 23:07:24,为什么现在看到官方通报先质疑后相信呢那当然是因为——徐州疯县上下两级公安通报造假互相矛盾啦唐山打人第一份通告说是因为女的先动手 男的被迫对抗啦 ,3,0,27
2,4826827350868678,复蓝垦丝碳,2022-10-21 01:59:41,sb游戏打人打得像唐山打人男，还好意思嗑cp。自我感觉真的太良好了。 ,0,0,1
2,4826815355421770,悲伤咸蛋猪大肠,2022-10-21 01:12:01,有时候想不通很多，比如女孩被骚扰后，到底怎么做才是对她好的，《底线》里面有很多案子一直在讲要被调解双方都合理满意，一直强调对当事人以后生活的影响，这个剧很多地方我都不认同，把女性发声刻画的自私又不理性，规训女性要识大体。还有唐山打人事件，舆论哗然，纷纷为当事人发声，但很多难辨真假的信息，保护被害人的隐私是对的，保证被害人以后生活也是正确的。但问题在于如果控制变量被害人因为事件以后带来的非议问题，事件本身应该怎么解决。看《底线》让我突然意识到事件的另一面，但这另一面本不应该考虑，可悲就可悲在在社会和人心中，大多数人还没开化呢…,0,3,1
2,4826805745486396,也曾落雪吹白首·,2022-10-21 00:33:50,说不得，说了就是铁链女巴拉巴拉唐山打人巴拉巴拉，唐山打人那件事都宣判多久了还搁那儿叫唤不会在乎事实真相，只要能吃一口性别矛盾的血就狠狠发疯【ps：刚发现自己被人开除女籍了，它们还送我一顶帽子：“粉红”！】 ,0,1,0
2,4826802566201361,清水煮肉菌,2022-10-21 00:21:11,有些人转发一些女性受伤的视频，表面上说是要为女性发声，实际上呢，就是看了个猎奇视频，然后自己疯狂下定义而已，这可不是“造黄谣”，只是因为旁边有男人所以合理推测罢辽。建议造谣qj的给我进去行不行，哦对了还拿唐山打人说公信力不足的也进去吧，宣判当天多少个热搜你是真一条都没看到啊还说自己关注女性，无语,0,8,2
2,4826788397842691,·奶琳养成记·,2022-10-20 23:24:53,中国一直弘扬着尊重女性爱护女性可现实中呢从唐山打人事件开始这种伤害女性的新闻频频而出一句喝醉了就可以摆脱他的罪行一根烟就可以把事化小各位男性朋友们你们在看到女生受到伤害的时候是在旁观？是在凑热闹？还是在想入非非？唯独没有人愿意去伸出援手社会在不停的发展那些禽兽们就像没有进化好的野人为了满足他们的兽性去不断地伤害女性但当你们在伤害女性的时候你何尝不去想想你的母亲你的家人还有你的女儿她们都是女性难道你们就想你们的亲人也受到这种非人的伤害吗每次发生这种事微博官方都在不停的压热搜怎么知道这见不得人为她们发声的大多数都是女性因为只有女生知道她们的内心是有多么的绝望到底什么时候才能停止这种事情的发生,1,0,8
2,4826777156849564,春秋随笔_,2022-10-20 22:40:14,#张雨绮为唐山打人事件发声#面对这些穷凶极恶之人的暴行，盲目地，冲动地上前阻止（拉架）只会让自己陷入危险当中，大家都是成年人，做任何事都要考虑后果和代价，所以我觉得正确的做法只有报警！至于网络上的某些不安好心，唯恐天下不乱之人，咱也不知道是不是人类进化的时候把他们落下了，说出来的话完美地绕过了大脑，真的是太可笑了！如果用四个字来形容就是———妖言惑众！,0,0,0
3,4826771645797206,下多少斤药都得不到的美少女,2022-10-20 22:18:20,每当有这种性质的公共事件发生的时候，我都会觉得那是替我受罪。当女性成为一个整体的时候，任何一个部分受损带来的痛是全局的，不存在分散削弱效应，是无损的复制传播。记得之前唐山打人案的时候，家里聊起这个话题，父母说那个女孩运气不好，我说这说明我也处在危险之中。她是我，我也是她。平等地憎恨男性群体本身，例外地剖除几个现实朋友，以将功赎罪的理由。身为剥削的既得利益者，性别本身就是原罪。,0,1,10
3,4826759763595004,总有风雨过去时,2022-10-20 21:31:07,有多少热点案件是无重大争议大？昆山反杀案，唐山打人案，还有呢？ ,0,0,1
3,4826740540571784,用户3637255448,2022-10-20 20:14:43,发布了头条文章：《民事诉讼流程》 #唐山打人案一审宣判# #肖战维权# 希望能帮助到更多人，附上诉状模板 民事诉讼流程 ,0,0,0
3,4826579048598998,松软小耶,2022-10-20 09:33:01,想了想还是打上triggerwarning很久没有转发过社会新闻，因为我自己都根本没有从唐山打人的事件中走出来，人抓到了又怎么样，判刑了又怎么样，他们可以这样肆无忌惮对女性施加暴力，就是不觉得会有什么后果，要不是事情闹大很可能就不了了之。甚至事情对于女性本身就是一种恐吓，我不敢想如果我的妹妹，我的朋友遭遇这样的事情，而那些所谓的如何可以保护自己的说辞，其实大家都知道，女性再怎么用心保护自己，在绝对的力量差距，人数差距面前都无济于事……仅仅性骚扰和恐吓，没有具体施暴行为时报警有没有用，周围的看客会不会伸出援手，大家其实都心知肚明。说这些话不是想唱衰，因为今早又是在噩梦中惊醒，醒之前我在努力用锤子锤追着我妹妹朋友打的男的的太阳穴……,0,2,1
3,4826555853308587,戴好甜,2022-10-20 08:00:51,真大佬怒斥唐山打人者，曾是澳门教父的崩牙驹，如今被评爱国代表  戴好甜的微博视频 ,0,0,1
3,4826432293831903,蛋炒饭要加香肠,2022-10-19 23:49:52,刚刚和抓唐山打人的交警队长聊了半天整个人都得到了升华 ,0,1,3
3,4826428358528503,花朝月杪,2022-10-19 23:34:14,#ewrick#这位姐好努力，6月先转发了唐山打人事件，隔了几个月又测试了一下，从10月1号开始发，终于在18号被大家关注到了 ,0,0,15
3,4826422700938513,goodfortunefrom2022,2022-10-19 23:11:45,去年嘲讽我想去国外是因为&quot;在国内混不下去&quot;的人现在天天怼疫情政策，这种人如果不是因为触犯到他自身利益是不会共情他人的。所以也不要觉得骂疫情政策的就全是什么好人。我身边那种疫情怼天怼地，唐山打人一言不发装瞎，生活中都是很讨厌且没真本事的人。 ,0,1,4
4,4826422700938513,goodfortunefrom2022,2022-10-19 23:11:45,去年嘲讽我想去国外是因为&quot;在国内混不下去&quot;的人现在天天怼疫情政策，这种人如果不是因为触犯到他自身利益是不会共情他人的。所以也不要觉得骂疫情政策的就全是什么好人。我身边那种疫情怼天怼地，唐山打人一言不发装瞎，生活中都是很讨厌且没真本事的人。 ,0,1,4
4,4826418745705656,Jenniefcing,2022-10-19 22:56:02,#Ewrick#刷到这位姐第一条微博，还在为唐山打人事件转发热度，有在关注咱国啊哈哈哈哈 ,0,0,15
4,4826007821354510,mj微风,2022-10-18 19:43:10,李宁篮球小编阴阳怪气，当时刚好发生唐山打人事件……. ,6,8,51
4,4826354790960350,田雨的微博521,2022-10-19 18:41:54,比赛我由于活泼被选为队长对方队长被其队员鼓劲：看见没？唐山人！打人那几个是她小弟我看着我队员一言不发气势低落的样子于心不忍：上梁山那几个，你们知道吧？,0,1,1
4,4826344321453092,橘子味up养乐多_小琉,2022-10-19 18:00:18,2022/10/19昨晚和老公在公婆面前吵了一架，关于他是否存在男权主义这个问题，他那些迷惑发言简直了，比如：1、你是女的你不可以胖，我是男的就无所谓。（请问你是帅的和吴彦祖一样，还是富的和李嘉诚一样，我还考虑一下你说的可能是对的）2、唐山打人，看视频是女方先动手的。（你的意思不会是女方活该吧？问题是动手打人的女的和被打的女的是两个好么，混淆在一起难不成是为了合理化男方打人这件事？）3、谷爱凌的立场有问题balabala（如果有问题，郭嘉不会派她出战的吧？18岁的女性获得了男性无法企及的高度的奖项，是刺痛了某些loser可悲的自尊心，所以开始抨击别人的zzlc么）,0,0,2
4,4826336307183970,是我的精灵大人,2022-10-19 17:28:26,一个黑社会轻伤二级的唐山打人事件就能映射出中国不安全，这就是殖人的思维，有一个个例那就能反应全部。你们心心念念想润去的美国爹每年枪击死几万人呢这种打人事件当然没有值得报道的 ,0,3,3
4,4826260855591409,贼叉,2022-10-19 12:28:38,#中国成为世界最安全国家之一#干嘛还之一，那就是最安全的。有个收钱缓华的号把唐山的打人案搬到推上，结果米国人都呆了：什么，单身女性晚上敢独自出门宵夜？什么，一个打人案居然热搜那么多天？我们这儿枪击死三两个网上都看不见。。。这个结果出乎金主爸爸的意料，一怒之下把缓华号给删号了。。 ...全文,22,35,219
4,4826211375385127,寒冰之阳,2022-10-19 09:12:01,性质比唐山烧烤店打人事件更恶劣的案件为什么至今还未果？没有媒体的曝光就没有正义可言？就没有公正、合法的效率？法警队长和政协委员把我丈夫头骨打到稀巴烂，安康他们的黑社会保护伞说不是杀人 ,11,1,7
4,4826156891373926,流涟漪江,2022-10-19 05:35:31,🔥面对校园霸凌，我们应该怎么做 前几天，“唐山饭店打人事件”上了热搜，其... 戳我看完整笔记&gt;&gt;网页链接 (更多 @大聪明一凡 的笔记内容都在@小红书 立刻下载 APP：应用详情) ,0,0,0
4,4826038994206947,程师视野,2022-10-18 21:47:01,六问“唐山打人事件”：如何定性、量刑？施暴者是否有前科？  详情==&gt; 六问“唐山打人事件”：如何定性、量刑？施暴者是否有前科？  ,0,0,2
